 "GAGE No.  5:  K,I,J Coord. =   1, 88,188;  STREAM SEGMENT =  10;  REACH =  42 "
     "DATA: Time           Stage            Flow"
     1.6571428E+01   1.0297051E+03   2.9012720E+02
     1.6714285E+01   1.0297051E+03   2.9147760E+02
     1.6857143E+01   1.0297047E+03   2.8059079E+02
     1.7000000E+01   1.0297045E+03   2.7160910E+02
     1.7142857E+01   1.0297274E+03   1.6108601E+03
     1.7285715E+01   1.0297275E+03   1.6168405E+03
     1.7428572E+01   1.0297271E+03   1.5699219E+03
     1.7571428E+01   1.0297264E+03   1.5157469E+03
     1.7714285E+01   1.0297263E+03   1.5098838E+03
     1.7857143E+01   1.0297263E+03   1.5128458E+03
     1.8000000E+01   1.0297263E+03   1.5128441E+03
     1.8142857E+01   1.0297358E+03   2.4905264E+03
     1.8285715E+01   1.0297345E+03   2.3311338E+03
     1.8428572E+01   1.0297330E+03   2.1708535E+03
     1.8571428E+01   1.0297327E+03   2.1309270E+03
     1.8714285E+01   1.0297328E+03   2.1350332E+03
     1.8857143E+01   1.0297328E+03   2.1358479E+03
     1.9000000E+01   1.0297328E+03   2.1344438E+03
     1.9142857E+01   1.0297445E+03   3.6671160E+03
     1.9285715E+01   1.0297429E+03   3.4266057E+03
     1.9428572E+01   1.0297405E+03   3.0820569E+03
     1.9571428E+01   1.0297397E+03   2.9870388E+03
     1.9714285E+01   1.0297399E+03   2.9900442E+03
     1.9857143E+01   1.0297399E+03   2.9928186E+03
     2.0000000E+01   1.0297399E+03   2.9926091E+03
     2.0142857E+01   1.0297301E+03   1.8656698E+03
     2.0285715E+01   1.0297277E+03   1.6314602E+03
     2.0428572E+01   1.0297273E+03   1.5976384E+03
     2.0571428E+01   1.0297278E+03   1.6362340E+03
     2.0714285E+01   1.0297275E+03   1.6188817E+03
     2.0857143E+01   1.0297274E+03   1.6121497E+03
     2.1000000E+01   1.0297275E+03   1.6140118E+03
     2.1142857E+01   1.0297200E+03   1.0203903E+03
     2.1285715E+01   1.0297169E+03   8.2385931E+02
     2.1428572E+01   1.0297136E+03   6.4007263E+02
     2.1571428E+01   1.0297124E+03   5.7848022E+02
     2.1714285E+01   1.0297125E+03   5.8531335E+02
     2.1857143E+01   1.0297128E+03   5.9718512E+02
     2.2000000E+01   1.0297128E+03   5.9678931E+02
     2.2142857E+01   1.0297473E+03   4.1064585E+03
     2.2285715E+01   1.0297454E+03   3.7886426E+03
     2.2428572E+01   1.0297396E+03   2.9613745E+03
     2.2571428E+01   1.0297354E+03   2.4292332E+03
     2.2714285E+01   1.0297339E+03   2.2560266E+03
     2.2857143E+01   1.0297335E+03   2.2278215E+03
     2.3000000E+01   1.0297335E+03   2.2203652E+03
     2.3142857E+01   1.0297828E+03   1.2694539E+04
     2.3285715E+01   1.0297841E+03   1.3088266E+04
     2.3428572E+01   1.0297784E+03   1.1290308E+04
     2.3571428E+01   1.0297701E+03   8.9420527E+03
     2.3714285E+01   1.0297634E+03   7.2684355E+03
     2.3857143E+01   1.0297609E+03   6.6822607E+03
     2.4000000E+01   1.0297604E+03   6.5856265E+03
     2.4142857E+01   1.0297368E+03   2.6104578E+03
     2.4285715E+01   1.0297368E+03   2.6069678E+03
     2.4428572E+01   1.0297297E+03   1.8303483E+03
     2.4571428E+01   1.0297228E+03   1.2185659E+03
     2.4714285E+01   1.0297179E+03   8.8391510E+02
     2.4857143E+01   1.0297146E+03   6.9082947E+02
     2.5000000E+01   1.0297113E+03   5.3068915E+02
     2.5142857E+01   1.0297610E+03   6.7348037E+03
     2.5285715E+01   1.0297598E+03   6.4389917E+03
     2.5428572E+01   1.0297537E+03   5.2233198E+03
     2.5571428E+01   1.0297506E+03   4.6447026E+03
     2.5714285E+01   1.0297493E+03   4.4236973E+03
     2.5857143E+01   1.0297487E+03   4.3198965E+03
     2.6000000E+01   1.0297484E+03   4.2852876E+03
     2.6142857E+01   1.0297285E+03   1.7152018E+03
     2.6285715E+01   1.0297230E+03   1.2377910E+03
     2.6428572E+01   1.0297211E+03   1.0934124E+03
     2.6571428E+01   1.0297209E+03   1.0884185E+03
     2.6714285E+01   1.0297205E+03   1.0504336E+03
     2.6857143E+01   1.0297203E+03   1.0449493E+03
     2.7000000E+01   1.0297203E+03   1.0456407E+03
     2.7142857E+01   1.0296982E+03   1.2778439E+02
     2.7285715E+01   1.0296975E+03   1.2842462E+02
     2.7428572E+01   1.0296960E+03   9.5421890E+01
     2.7571428E+01   1.0296967E+03   9.6685211E+01
     2.7714285E+01   1.0296964E+03   9.2133575E+01
     2.7857143E+01   1.0296946E+03   8.4358597E+01
     2.8000000E+01   1.0296958E+03   8.4089554E+01
     2.8142857E+01   1.0296801E+03   0.0000000E+00
     2.8285715E+01   1.0296880E+03   2.4017336E+01
     2.8428572E+01   1.0296904E+03   3.5378147E+01
     2.8571428E+01   1.0296912E+03   3.4853893E+01
     2.8714285E+01   1.0296912E+03   3.5033405E+01
     2.8857143E+01   1.0296912E+03   3.4996368E+01
     2.9000000E+01   1.0296912E+03   3.5018002E+01
     2.9142857E+01   1.0296969E+03   1.0082895E+02
     2.9285715E+01   1.0296976E+03   1.1237968E+02
     2.9428572E+01   1.0296992E+03   1.4258972E+02
     2.9571428E+01   1.0297003E+03   1.6448787E+02
     2.9714285E+01   1.0296998E+03   1.5582880E+02
     2.9857143E+01   1.0296980E+03   1.3058141E+02
     3.0000000E+01   1.0296964E+03   1.0421341E+02
     3.0142857E+01   1.0296964E+03   9.3355095E+01
     3.0285715E+01   1.0296979E+03   1.1725073E+02
     3.0428572E+01   1.0296997E+03   1.5333609E+02
     3.0571428E+01   1.0297002E+03   1.6151750E+02
     3.0714285E+01   1.0296984E+03   1.3876016E+02
     3.0857143E+01   1.0296967E+03   1.0608094E+02
     3.1000000E+01   1.0296953E+03   9.4078323E+01
     3.1142857E+01   1.0297091E+03   4.3813217E+02
     3.1285715E+01   1.0297097E+03   4.6172421E+02
     3.1428572E+01   1.0297102E+03   4.8305231E+02
     3.1571428E+01   1.0297103E+03   4.8462747E+02
     3.1714285E+01   1.0297103E+03   4.8471027E+02
     3.1857143E+01   1.0297103E+03   4.8620279E+02
     3.2000000E+01   1.0297103E+03   4.8650717E+02
     3.2142857E+01   1.0297214E+03   1.1197655E+03
     3.2285713E+01   1.0297225E+03   1.2060497E+03
     3.2428570E+01   1.0297233E+03   1.2612466E+03
     3.2571430E+01   1.0297234E+03   1.2646151E+03
     3.2714287E+01   1.0297231E+03   1.2500262E+03
     3.2857143E+01   1.0297230E+03   1.2411600E+03
     3.3000000E+01   1.0297230E+03   1.2403870E+03
     3.3142857E+01   1.0297065E+03   3.4200482E+02
     3.3285713E+01   1.0297050E+03   2.8899048E+02
     3.3428570E+01   1.0297042E+03   2.6476483E+02
     3.3571430E+01   1.0297042E+03   2.6510712E+02
     3.3714287E+01   1.0297042E+03   2.6474808E+02
     3.3857143E+01   1.0297039E+03   2.5429578E+02
     3.4000000E+01   1.0297034E+03   2.3971814E+02
     3.4142857E+01   1.0297084E+03   4.0880051E+02
     3.4285713E+01   1.0297089E+03   4.2381937E+02
     3.4428570E+01   1.0297091E+03   4.3390393E+02
     3.4571430E+01   1.0297091E+03   4.3469022E+02
     3.4714287E+01   1.0297091E+03   4.3474774E+02
     3.4857143E+01   1.0297091E+03   4.3537772E+02
     3.5000000E+01   1.0297091E+03   4.3553027E+02
     3.5142857E+01   1.0297058E+03   3.0600589E+02
     3.5285713E+01   1.0297050E+03   2.8674973E+02
     3.5428570E+01   1.0297047E+03   2.8001779E+02
     3.5571430E+01   1.0297051E+03   2.9068112E+02
     3.5714287E+01   1.0297053E+03   3.0019724E+02
     3.5857143E+01   1.0297054E+03   3.0236105E+02
     3.6000000E+01   1.0297054E+03   3.0228134E+02
     3.6142857E+01   1.0296947E+03   6.8974617E+01
     3.6285713E+01   1.0296940E+03   7.3701378E+01
     3.6428570E+01   1.0296969E+03   1.0017705E+02
     3.6571430E+01   1.0296986E+03   1.3133643E+02
     3.6714287E+01   1.0296978E+03   1.2774346E+02
     3.6857143E+01   1.0296968E+03   1.0096068E+02
     3.7000000E+01   1.0296953E+03   8.0802109E+01
     3.7142857E+01   1.0296801E+03   0.0000000E+00
     3.7285713E+01   1.0296801E+03   0.0000000E+00
     3.7428570E+01   1.0296801E+03   0.0000000E+00
     3.7571430E+01   1.0296801E+03   0.0000000E+00
     3.7714287E+01   1.0296898E+03   3.5172855E+01
     3.7857143E+01   1.0296912E+03   3.1594439E+01
     3.8000000E+01   1.0296801E+03   0.0000000E+00
     3.8142857E+01   1.0297063E+03   3.3207678E+02
     3.8285713E+01   1.0297081E+03   3.9567825E+02
     3.8428570E+01   1.0297083E+03   4.0259842E+02
     3.8571430E+01   1.0297084E+03   4.0825925E+02
     3.8714287E+01   1.0297084E+03   4.0810806E+02
     3.8857143E+01   1.0297084E+03   4.0803067E+02
     3.9000000E+01   1.0297084E+03   4.0826056E+02
     3.9142857E+01   1.0297039E+03   2.5418779E+02
     3.9285713E+01   1.0297032E+03   2.3904343E+02
     3.9428570E+01   1.0297029E+03   2.2650842E+02
     3.9571430E+01   1.0297026E+03   2.2299078E+02
     3.9714287E+01   1.0297026E+03   2.2305716E+02
     3.9857143E+01   1.0297026E+03   2.2303278E+02
     4.0000000E+01   1.0297026E+03   2.2308943E+02
     4.0142857E+01   1.0296801E+03   0.0000000E+00
     4.0285713E+01   1.0296801E+03   0.0000000E+00
     4.0428570E+01   1.0296801E+03   0.0000000E+00
     4.0571430E+01   1.0296801E+03   0.0000000E+00
     4.0714287E+01   1.0296801E+03   0.0000000E+00
     4.0857143E+01   1.0296801E+03   0.0000000E+00
     4.1000000E+01   1.0296801E+03   0.0000000E+00
     4.1142857E+01   1.0296881E+03   2.7563011E+01
     4.1285713E+01   1.0296907E+03   3.5451641E+01
     4.1428570E+01   1.0296952E+03   7.4322227E+01
     4.1571430E+01   1.0296978E+03   1.1473831E+02
     4.1714287E+01   1.0296975E+03   1.1406525E+02
     4.1857143E+01   1.0296967E+03   8.8394920E+01
     4.2000000E+01   1.0296942E+03   5.0433064E+01
     4.2142857E+01   1.0296801E+03   0.0000000E+00
     4.2285713E+01   1.0296801E+03   0.0000000E+00
     4.2428570E+01   1.0296801E+03   0.0000000E+00
     4.2571430E+01   1.0296801E+03   0.0000000E+00
     4.2714287E+01   1.0296801E+03   0.0000000E+00
     4.2857143E+01   1.0296801E+03   0.0000000E+00
     4.3000000E+01   1.0296801E+03   0.0000000E+00
     4.3142857E+01   1.0296940E+03   5.9780632E+01
     4.3285713E+01   1.0296960E+03   8.6358482E+01
     4.3428570E+01   1.0296974E+03   1.0841351E+02
     4.3571430E+01   1.0296987E+03   1.3240622E+02
     4.3714287E+01   1.0296987E+03   1.3320958E+02
     4.3857143E+01   1.0296971E+03   1.1199824E+02
     4.4000000E+01   1.0296954E+03   8.2873688E+01
     4.4142857E+01   1.0296801E+03   0.0000000E+00
     4.4285713E+01   1.0296876E+03   2.6021753E+01
     4.4428570E+01   1.0296912E+03   4.8390617E+01
     4.4571430E+01   1.0296932E+03   6.3083946E+01
     4.4714287E+01   1.0296938E+03   6.5459198E+01
     4.4857143E+01   1.0296930E+03   4.7242710E+01
     4.5000000E+01   1.0296917E+03   3.7096111E+01
     4.5142857E+01   1.0296801E+03   0.0000000E+00
     4.5285713E+01   1.0296801E+03   0.0000000E+00
     4.5428570E+01   1.0296801E+03   0.0000000E+00
     4.5571430E+01   1.0296801E+03   0.0000000E+00
     4.5714287E+01   1.0296801E+03   0.0000000E+00
     4.5857143E+01   1.0296801E+03   0.0000000E+00
     4.6000000E+01   1.0296801E+03   0.0000000E+00
     4.6142857E+01   1.0296935E+03   5.4568707E+01
     4.6285713E+01   1.0296957E+03   8.1821136E+01
     4.6428570E+01   1.0296970E+03   1.0270108E+02
     4.6571430E+01   1.0296981E+03   1.2234280E+02
     4.6714287E+01   1.0296971E+03   1.2103761E+02
     4.6857143E+01   1.0296965E+03   1.0249158E+02
     4.7000000E+01   1.0296949E+03   7.6263855E+01
     4.7142857E+01   1.0296801E+03   0.0000000E+00
     4.7285713E+01   1.0296801E+03   0.0000000E+00
     4.7428570E+01   1.0296801E+03   0.0000000E+00
     4.7571430E+01   1.0296801E+03   0.0000000E+00
     4.7714287E+01   1.0296801E+03   0.0000000E+00
     4.7857143E+01   1.0296801E+03   0.0000000E+00
     4.8000000E+01   1.0296801E+03   0.0000000E+00
     4.8142857E+01   1.0296801E+03   0.0000000E+00
     4.8285713E+01   1.0296801E+03   0.0000000E+00
     4.8428570E+01   1.0296801E+03   0.0000000E+00
     4.8571430E+01   1.0296801E+03   0.0000000E+00
     4.8714287E+01   1.0296801E+03   0.0000000E+00
     4.8857143E+01   1.0296801E+03   0.0000000E+00
     4.9000000E+01   1.0296801E+03   0.0000000E+00
     4.9142857E+01   1.0296801E+03   0.0000000E+00
     4.9285713E+01   1.0296801E+03   0.0000000E+00
     4.9428570E+01   1.0296801E+03   0.0000000E+00
     4.9571430E+01   1.0296801E+03   0.0000000E+00
     4.9714287E+01   1.0296801E+03   0.0000000E+00
     4.9857143E+01   1.0296801E+03   0.0000000E+00
     5.0000000E+01   1.0296801E+03   0.0000000E+00
     5.0142857E+01   1.0296801E+03   0.0000000E+00
     5.0285713E+01   1.0296801E+03   0.0000000E+00
     5.0428570E+01   1.0296801E+03   0.0000000E+00
     5.0571430E+01   1.0296801E+03   0.0000000E+00
     5.0714287E+01   1.0296801E+03   0.0000000E+00
     5.0857143E+01   1.0296801E+03   0.0000000E+00
     5.1000000E+01   1.0296801E+03   0.0000000E+00
     5.1142857E+01   1.0296801E+03   0.0000000E+00
     5.1285713E+01   1.0296801E+03   0.0000000E+00
     5.1428570E+01   1.0296801E+03   0.0000000E+00
     5.1571430E+01   1.0296801E+03   0.0000000E+00
     5.1714287E+01   1.0296801E+03   0.0000000E+00
     5.1857143E+01   1.0296801E+03   0.0000000E+00
     5.2000000E+01   1.0296801E+03   0.0000000E+00
     5.2142857E+01   1.0296801E+03   0.0000000E+00
     5.2285713E+01   1.0296801E+03   0.0000000E+00
     5.2428570E+01   1.0296801E+03   0.0000000E+00
     5.2571430E+01   1.0296801E+03   0.0000000E+00
     5.2714287E+01   1.0296801E+03   0.0000000E+00
     5.2857143E+01   1.0296801E+03   0.0000000E+00
     5.3000000E+01   1.0296801E+03   0.0000000E+00
     5.3142857E+01   1.0296801E+03   0.0000000E+00
     5.3285713E+01   1.0296801E+03   0.0000000E+00
     5.3428570E+01   1.0296801E+03   0.0000000E+00
     5.3571430E+01   1.0296801E+03   0.0000000E+00
     5.3714287E+01   1.0296801E+03   0.0000000E+00
     5.3857143E+01   1.0296801E+03   0.0000000E+00
     5.4000000E+01   1.0296801E+03   0.0000000E+00
     5.4142857E+01   1.0296801E+03   0.0000000E+00
     5.4285713E+01   1.0296801E+03   0.0000000E+00
     5.4428570E+01   1.0296801E+03   0.0000000E+00
     5.4571430E+01   1.0296801E+03   0.0000000E+00
     5.4714287E+01   1.0296801E+03   0.0000000E+00
     5.4857143E+01   1.0296801E+03   0.0000000E+00
     5.5000000E+01   1.0296801E+03   0.0000000E+00
     5.5142857E+01   1.0296801E+03   0.0000000E+00
     5.5285713E+01   1.0296801E+03   0.0000000E+00
     5.5428570E+01   1.0296801E+03   0.0000000E+00
     5.5571430E+01   1.0296801E+03   0.0000000E+00
     5.5714287E+01   1.0296801E+03   0.0000000E+00
     5.5857143E+01   1.0296801E+03   0.0000000E+00
     5.6000000E+01   1.0296801E+03   0.0000000E+00
     5.6142857E+01   1.0296801E+03   0.0000000E+00
     5.6285713E+01   1.0296801E+03   0.0000000E+00
     5.6428570E+01   1.0296801E+03   0.0000000E+00
     5.6571430E+01   1.0296801E+03   0.0000000E+00
     5.6714287E+01   1.0296801E+03   0.0000000E+00
     5.6857143E+01   1.0296801E+03   0.0000000E+00
     5.7000000E+01   1.0296801E+03   0.0000000E+00
     5.7142857E+01   1.0296801E+03   0.0000000E+00
     5.7285713E+01   1.0296801E+03   0.0000000E+00
     5.7428570E+01   1.0296801E+03   0.0000000E+00
     5.7571430E+01   1.0296801E+03   0.0000000E+00
     5.7714287E+01   1.0296801E+03   0.0000000E+00
     5.7857143E+01   1.0296801E+03   0.0000000E+00
     5.8000000E+01   1.0296801E+03   0.0000000E+00
     5.8142857E+01   1.0296801E+03   0.0000000E+00
     5.8285713E+01   1.0296801E+03   0.0000000E+00
     5.8428570E+01   1.0296801E+03   0.0000000E+00
     5.8571430E+01   1.0296801E+03   0.0000000E+00
     5.8714287E+01   1.0296801E+03   0.0000000E+00
     5.8857143E+01   1.0296801E+03   0.0000000E+00
     5.9000000E+01   1.0296801E+03   0.0000000E+00
     5.9142857E+01   1.0296801E+03   0.0000000E+00
     5.9285713E+01   1.0296801E+03   0.0000000E+00
     5.9428570E+01   1.0296801E+03   0.0000000E+00
     5.9571430E+01   1.0296801E+03   0.0000000E+00
     5.9714287E+01   1.0296801E+03   0.0000000E+00
     5.9857143E+01   1.0296801E+03   0.0000000E+00
     6.0000000E+01   1.0296801E+03   0.0000000E+00
     6.0142857E+01   1.0296801E+03   0.0000000E+00
     6.0285713E+01   1.0296801E+03   0.0000000E+00
     6.0428570E+01   1.0296801E+03   0.0000000E+00
     6.0571430E+01   1.0296801E+03   0.0000000E+00
     6.0714287E+01   1.0296801E+03   0.0000000E+00
     6.0857143E+01   1.0296801E+03   0.0000000E+00
     6.1000000E+01   1.0296801E+03   0.0000000E+00
     6.1142857E+01   1.0296801E+03   0.0000000E+00
     6.1285713E+01   1.0296801E+03   0.0000000E+00
     6.1428570E+01   1.0296801E+03   0.0000000E+00
     6.1571430E+01   1.0296801E+03   0.0000000E+00
     6.1714287E+01   1.0296801E+03   0.0000000E+00
     6.1857143E+01   1.0296801E+03   0.0000000E+00
     6.2000000E+01   1.0296801E+03   0.0000000E+00
     6.2142857E+01   1.0296801E+03   0.0000000E+00
     6.2285713E+01   1.0296801E+03   0.0000000E+00
     6.2428570E+01   1.0296801E+03   0.0000000E+00
     6.2571430E+01   1.0296801E+03   0.0000000E+00
     6.2714287E+01   1.0296801E+03   0.0000000E+00
     6.2857143E+01   1.0296801E+03   0.0000000E+00
     6.3000000E+01   1.0296801E+03   0.0000000E+00
     6.3142857E+01   1.0296801E+03   0.0000000E+00
     6.3285713E+01   1.0296801E+03   0.0000000E+00
     6.3428570E+01   1.0296801E+03   0.0000000E+00
     6.3571430E+01   1.0296801E+03   0.0000000E+00
     6.3714287E+01   1.0296801E+03   0.0000000E+00
     6.3857143E+01   1.0296801E+03   0.0000000E+00
     6.4000000E+01   1.0296801E+03   0.0000000E+00
     6.4142860E+01   1.0296801E+03   0.0000000E+00
     6.4285713E+01   1.0296801E+03   0.0000000E+00
     6.4428574E+01   1.0297109E+03   5.1255865E+02
     6.4571426E+01   1.0296981E+03   1.2183636E+02
     6.4714287E+01   1.0296801E+03   0.0000000E+00
     6.4857140E+01   1.0296915E+03   3.9661484E+01
     6.5000000E+01   1.0296801E+03   0.0000000E+00
     6.5142860E+01   1.0299708E+03   2.0334873E+05
     6.5285713E+01   1.0298585E+03   5.5319875E+04
     6.5428574E+01   1.0297249E+03   1.3842848E+03
     6.5571426E+01   1.0298113E+03   2.4369750E+04
     6.5714287E+01   1.0298444E+03   4.4377812E+04
     6.5857140E+01   1.0298448E+03   4.4734566E+04
     6.6000000E+01   1.0298448E+03   4.4678102E+04
     6.6142860E+01   1.0301372E+03   6.7955888E+05
     6.6285713E+01   1.0302007E+03   9.6120775E+05
     6.6428574E+01   1.0301808E+03   8.6650194E+05
     6.6571426E+01   1.0301698E+03   8.1621688E+05
     6.6714287E+01   1.0301677E+03   8.0736462E+05
     6.6857140E+01   1.0301676E+03   8.0653506E+05
     6.7000000E+01   1.0301676E+03   8.0646206E+05
     6.7142860E+01   1.0301987E+03   9.5145806E+05
     6.7285713E+01   1.0300844E+03   4.8973638E+05
     6.7428574E+01   1.0299537E+03   1.7295519E+05
     6.7571426E+01   1.0298884E+03   8.3549727E+04
     6.7714287E+01   1.0298549E+03   5.2339816E+04
     6.7857140E+01   1.0298302E+03   3.4907516E+04
     6.8000000E+01   1.0298157E+03   2.6613787E+04
     6.8142860E+01   1.0301644E+03   7.9263512E+05
     6.8285713E+01   1.0302041E+03   9.7784606E+05
     6.8428574E+01   1.0302064E+03   9.8946250E+05
     6.8571426E+01   1.0302126E+03   1.0210142E+06
     6.8714287E+01   1.0302131E+03   1.0234252E+06
     6.8857140E+01   1.0302129E+03   1.0221661E+06
     6.9000000E+01   1.0302129E+03   1.0222182E+06
     6.9142860E+01   1.0300861E+03   4.9515922E+05
     6.9285713E+01   1.0299631E+03   1.8922708E+05
     6.9428574E+01   1.0299185E+03   1.1968301E+05
     6.9571426E+01   1.0299097E+03   1.0831562E+05
     6.9714287E+01   1.0299041E+03   1.0143005E+05
     6.9857140E+01   1.0299015E+03   9.8332797E+04
     7.0000000E+01   1.0299005E+03   9.7193312E+04
     7.0142860E+01   1.0298247E+03   3.1604691E+04
     7.0285713E+01   1.0297980E+03   1.8297680E+04
     7.0428574E+01   1.0297911E+03   1.5610852E+04
     7.0571426E+01   1.0297792E+03   1.1544904E+04
     7.0714287E+01   1.0297574E+03   5.9551958E+03
     7.0857140E+01   1.0297310E+03   1.9455646E+03
     7.1000000E+01   1.0297190E+03   9.5023926E+02
     7.1142860E+01   1.0297579E+03   6.0771250E+03
     7.1285713E+01   1.0297609E+03   6.6876816E+03
     7.1428574E+01   1.0297590E+03   6.2833950E+03
