 "GAGE No.  3:  K,I,J Coord. =   1, 68,117;  STREAM SEGMENT =   7;  REACH =  10 "
     "DATA: Time           Stage            Flow"
     9.2857141E+00   1.0584745E+03   2.4289156E+05
     9.4285717E+00   1.0584733E+03   2.3980095E+05
     9.5714283E+00   1.0584727E+03   2.3836972E+05
     9.7142859E+00   1.0584727E+03   2.3822103E+05
     9.8571434E+00   1.0584727E+03   2.3831458E+05
     1.0000000E+01   1.0584727E+03   2.3831006E+05
     1.0142858E+01   1.0584443E+03   1.7118700E+05
     1.0285714E+01   1.0584353E+03   1.5244281E+05
     1.0428572E+01   1.0584348E+03   1.5162298E+05
     1.0571428E+01   1.0584347E+03   1.5125048E+05
     1.0714286E+01   1.0584346E+03   1.5101622E+05
     1.0857143E+01   1.0584346E+03   1.5099844E+05
     1.1000000E+01   1.0584346E+03   1.5098070E+05
     1.1142858E+01   1.0584287E+03   1.3973867E+05
     1.1285714E+01   1.0584269E+03   1.3632609E+05
     1.1428572E+01   1.0584260E+03   1.3483888E+05
     1.1571428E+01   1.0584255E+03   1.3405450E+05
     1.1714286E+01   1.0584254E+03   1.3383145E+05
     1.1857143E+01   1.0584255E+03   1.3384998E+05
     1.2000000E+01   1.0584255E+03   1.3386317E+05
     1.2142858E+01   1.0583369E+03   2.6803682E+04
     1.2285714E+01   1.0582843E+03   4.4088809E+03
     1.2428572E+01   1.0582836E+03   4.2531030E+03
     1.2571428E+01   1.0582850E+03   4.5487979E+03
     1.2714286E+01   1.0582849E+03   4.5345186E+03
     1.2857143E+01   1.0582849E+03   4.5292207E+03
     1.3000000E+01   1.0582849E+03   4.5296318E+03
     1.3142858E+01   1.0582621E+03   1.0769216E+03
     1.3285714E+01   1.0582594E+03   8.5171326E+02
     1.3428572E+01   1.0582601E+03   9.2094592E+02
     1.3571428E+01   1.0582600E+03   9.0767407E+02
     1.3714286E+01   1.0582601E+03   9.0903638E+02
     1.3857143E+01   1.0582601E+03   9.0906976E+02
     1.4000000E+01   1.0582601E+03   9.0898181E+02
     1.4142858E+01   1.0582527E+03   4.2819504E+02
     1.4285714E+01   1.0582495E+03   2.8523401E+02
     1.4428572E+01   1.0582505E+03   3.4087189E+02
     1.4571428E+01   1.0582511E+03   3.3781769E+02
     1.4714286E+01   1.0582511E+03   3.3633060E+02
     1.4857143E+01   1.0582511E+03   3.3697769E+02
     1.5000000E+01   1.0582511E+03   3.3679535E+02
     1.5142858E+01   1.0583055E+03   1.0610362E+04
     1.5285714E+01   1.0583057E+03   1.0652789E+04
     1.5428572E+01   1.0583053E+03   1.0499493E+04
     1.5571428E+01   1.0583053E+03   1.0536669E+04
     1.5714286E+01   1.0583053E+03   1.0531284E+04
     1.5857143E+01   1.0583053E+03   1.0531529E+04
     1.6000000E+01   1.0583053E+03   1.0531686E+04
     1.6142857E+01   1.0582711E+03   2.0892168E+03
     1.6285715E+01   1.0582709E+03   2.0566975E+03
     1.6428572E+01   1.0582719E+03   2.1931064E+03
     1.6571428E+01   1.0582717E+03   2.1774766E+03
     1.6714285E+01   1.0582717E+03   2.1784968E+03
     1.6857143E+01   1.0582717E+03   2.1800750E+03
     1.7000000E+01   1.0582717E+03   2.1772395E+03
     1.7142857E+01   1.0582756E+03   2.7685740E+03
     1.7285715E+01   1.0582758E+03   2.7904194E+03
     1.7428572E+01   1.0582758E+03   2.7826523E+03
     1.7571428E+01   1.0582758E+03   2.7826873E+03
     1.7714285E+01   1.0582758E+03   2.7830864E+03
     1.7857143E+01   1.0582758E+03   2.7829500E+03
     1.8000000E+01   1.0582758E+03   2.7829785E+03
     1.8142857E+01   1.0582561E+03   6.1935400E+02
     1.8285715E+01   1.0582534E+03   4.6453439E+02
     1.8428572E+01   1.0582539E+03   4.8834558E+02
     1.8571428E+01   1.0582542E+03   4.9293951E+02
     1.8714285E+01   1.0582542E+03   4.9149133E+02
     1.8857143E+01   1.0582542E+03   4.9161481E+02
     1.9000000E+01   1.0582542E+03   4.9165179E+02
     1.9142857E+01   1.0582805E+03   3.6343301E+03
     1.9285715E+01   1.0582815E+03   3.8176714E+03
     1.9428572E+01   1.0582812E+03   3.7593357E+03
     1.9571428E+01   1.0582812E+03   3.7650840E+03
     1.9714285E+01   1.0582812E+03   3.7659185E+03
     1.9857143E+01   1.0582812E+03   3.7653862E+03
     2.0000000E+01   1.0582812E+03   3.7655337E+03
     2.0142857E+01   1.0582719E+03   2.1913362E+03
     2.0285715E+01   1.0582714E+03   2.1350874E+03
     2.0428572E+01   1.0582716E+03   2.1602478E+03
     2.0571428E+01   1.0582716E+03   2.1589727E+03
     2.0714285E+01   1.0582716E+03   2.1582041E+03
     2.0857143E+01   1.0582716E+03   2.1584973E+03
     2.1000000E+01   1.0582716E+03   2.1584353E+03
     2.1142857E+01   1.0583115E+03   1.2995989E+04
     2.1285715E+01   1.0583112E+03   1.2840597E+04
     2.1428572E+01   1.0583108E+03   1.2704419E+04
     2.1571428E+01   1.0583109E+03   1.2740584E+04
     2.1714285E+01   1.0583109E+03   1.2735361E+04
     2.1857143E+01   1.0583109E+03   1.2735496E+04
     2.2000000E+01   1.0583109E+03   1.2735704E+04
     2.2142857E+01   1.0583131E+03   1.3660605E+04
     2.2285715E+01   1.0583130E+03   1.3615833E+04
     2.2428572E+01   1.0583130E+03   1.3604445E+04
     2.2571428E+01   1.0583130E+03   1.3609499E+04
     2.2714285E+01   1.0583130E+03   1.3608155E+04
     2.2857143E+01   1.0583130E+03   1.3608453E+04
     2.3000000E+01   1.0583130E+03   1.3608395E+04
     2.3142857E+01   1.0583044E+03   1.0191932E+04
     2.3285715E+01   1.0583163E+03   1.5114297E+04
     2.3428572E+01   1.0583207E+03   1.7272047E+04
     2.3571428E+01   1.0583225E+03   1.8209475E+04
     2.3714285E+01   1.0583234E+03   1.8682146E+04
     2.3857143E+01   1.0583235E+03   1.8725900E+04
     2.4000000E+01   1.0583235E+03   1.8709066E+04
     2.4142857E+01   1.0583452E+03   3.2646979E+04
     2.4285715E+01   1.0583368E+03   2.6739746E+04
     2.4428572E+01   1.0583370E+03   2.6824066E+04
     2.4571428E+01   1.0583372E+03   2.6948375E+04
     2.4714285E+01   1.0583372E+03   2.6911580E+04
     2.4857143E+01   1.0583372E+03   2.6918492E+04
     2.5000000E+01   1.0583372E+03   2.6917676E+04
     2.5142857E+01   1.0583073E+03   1.1275406E+04
     2.5285715E+01   1.0583093E+03   1.2061514E+04
     2.5428572E+01   1.0583096E+03   1.2204142E+04
     2.5571428E+01   1.0583094E+03   1.2154452E+04
     2.5714285E+01   1.0583096E+03   1.2162988E+04
     2.5857143E+01   1.0583096E+03   1.2162341E+04
     2.6000000E+01   1.0583096E+03   1.2162172E+04
     2.6142857E+01   1.0582853E+03   4.6186035E+03
     2.6285715E+01   1.0582858E+03   4.7100942E+03
     2.6428572E+01   1.0582863E+03   4.8149375E+03
     2.6571428E+01   1.0582861E+03   4.7972983E+03
     2.6714285E+01   1.0582861E+03   4.7973984E+03
     2.6857143E+01   1.0582861E+03   4.7982144E+03
     2.7000000E+01   1.0582861E+03   4.7979165E+03
     2.7142857E+01   1.0582600E+03   8.9950708E+02
     2.7285715E+01   1.0582574E+03   7.1415521E+02
     2.7428572E+01   1.0582581E+03   7.6019226E+02
     2.7571428E+01   1.0582582E+03   7.6704443E+02
     2.7714285E+01   1.0582582E+03   7.6398035E+02
     2.7857143E+01   1.0582582E+03   7.6447107E+02
     2.8000000E+01   1.0582582E+03   7.6447504E+02
     2.8142857E+01   1.0582528E+03   4.3411191E+02
     2.8285715E+01   1.0582520E+03   3.9405203E+02
     2.8428572E+01   1.0582523E+03   3.9524033E+02
     2.8571428E+01   1.0582523E+03   3.9664651E+02
     2.8714285E+01   1.0582523E+03   3.9636792E+02
     2.8857143E+01   1.0582523E+03   3.9636832E+02
     2.9000000E+01   1.0582523E+03   3.9638300E+02
     2.9142857E+01   1.0582401E+03   4.7885181E+01
     2.9285715E+01   1.0582300E+03   0.0000000E+00
     2.9428572E+01   1.0582300E+03   0.0000000E+00
     2.9571428E+01   1.0582300E+03   0.0000000E+00
     2.9714285E+01   1.0582300E+03   0.0000000E+00
     2.9857143E+01   1.0582300E+03   0.0000000E+00
     3.0000000E+01   1.0582300E+03   0.0000000E+00
     3.0142857E+01   1.0582476E+03   2.1614644E+02
     3.0285715E+01   1.0582498E+03   2.9460382E+02
     3.0428572E+01   1.0582501E+03   3.0302249E+02
     3.0571428E+01   1.0582502E+03   3.0199207E+02
     3.0714285E+01   1.0582502E+03   3.0200018E+02
     3.0857143E+01   1.0582502E+03   3.0200342E+02
     3.1000000E+01   1.0582502E+03   3.0200778E+02
     3.1142857E+01   1.0582394E+03   3.8706116E+01
     3.1285715E+01   1.0582300E+03   0.0000000E+00
     3.1428572E+01   1.0582300E+03   0.0000000E+00
     3.1571428E+01   1.0582300E+03   0.0000000E+00
     3.1714285E+01   1.0582300E+03   0.0000000E+00
     3.1857143E+01   1.0582300E+03   0.0000000E+00
     3.2000000E+01   1.0582300E+03   0.0000000E+00
     3.2142857E+01   1.0582300E+03   0.0000000E+00
     3.2285713E+01   1.0582300E+03   0.0000000E+00
     3.2428570E+01   1.0582300E+03   0.0000000E+00
     3.2571430E+01   1.0582300E+03   0.0000000E+00
     3.2714287E+01   1.0582300E+03   0.0000000E+00
     3.2857143E+01   1.0582300E+03   0.0000000E+00
     3.3000000E+01   1.0582300E+03   0.0000000E+00
     3.3142857E+01   1.0582527E+03   4.2715540E+02
     3.3285713E+01   1.0582552E+03   5.6802026E+02
     3.3428570E+01   1.0582556E+03   5.7751617E+02
     3.3571430E+01   1.0582554E+03   5.7535449E+02
     3.3714287E+01   1.0582556E+03   5.7551550E+02
     3.3857143E+01   1.0582554E+03   5.7551782E+02
     3.4000000E+01   1.0582554E+03   5.7551886E+02
     3.4142857E+01   1.0582642E+03   1.2766796E+03
     3.4285713E+01   1.0582648E+03   1.3459900E+03
     3.4428570E+01   1.0582648E+03   1.3350453E+03
     3.4571430E+01   1.0582648E+03   1.3344410E+03
     3.4714287E+01   1.0582648E+03   1.3350183E+03
     3.4857143E+01   1.0582648E+03   1.3348806E+03
     3.5000000E+01   1.0582648E+03   1.3348969E+03
     3.5142857E+01   1.0582666E+03   1.5394392E+03
     3.5285713E+01   1.0582667E+03   1.5544590E+03
     3.5428570E+01   1.0582667E+03   1.5511440E+03
     3.5571430E+01   1.0582667E+03   1.5511082E+03
     3.5714287E+01   1.0582667E+03   1.5512526E+03
     3.5857143E+01   1.0582667E+03   1.5512122E+03
     3.6000000E+01   1.0582667E+03   1.5512185E+03
     3.6142857E+01   1.0582526E+03   4.2163608E+02
     3.6285713E+01   1.0582502E+03   3.1530969E+02
     3.6428570E+01   1.0582506E+03   3.1917249E+02
     3.6571430E+01   1.0582507E+03   3.2343506E+02
     3.6714287E+01   1.0582507E+03   3.2272144E+02
     3.6857143E+01   1.0582507E+03   3.2267410E+02
     3.7000000E+01   1.0582507E+03   3.2272772E+02
     3.7142857E+01   1.0582395E+03   4.0735699E+01
     3.7285713E+01   1.0582300E+03   0.0000000E+00
     3.7428570E+01   1.0582300E+03   0.0000000E+00
     3.7571430E+01   1.0582300E+03   0.0000000E+00
     3.7714287E+01   1.0582300E+03   0.0000000E+00
     3.7857143E+01   1.0582300E+03   0.0000000E+00
     3.8000000E+01   1.0582300E+03   0.0000000E+00
     3.8142857E+01   1.0582452E+03   1.4753401E+02
     3.8285713E+01   1.0582472E+03   2.0419426E+02
     3.8428570E+01   1.0582477E+03   2.1160405E+02
     3.8571430E+01   1.0582477E+03   2.1101022E+02
     3.8714287E+01   1.0582477E+03   2.1098770E+02
     3.8857143E+01   1.0582477E+03   2.1098573E+02
     3.9000000E+01   1.0582477E+03   2.1099113E+02
     3.9142857E+01   1.0582480E+03   2.3247362E+02
     3.9285713E+01   1.0582484E+03   2.3684415E+02
     3.9428570E+01   1.0582485E+03   2.3665073E+02
     3.9571430E+01   1.0582485E+03   2.3657820E+02
     3.9714287E+01   1.0582485E+03   2.3659126E+02
     3.9857143E+01   1.0582485E+03   2.3659219E+02
     4.0000000E+01   1.0582485E+03   2.3659111E+02
     4.0142857E+01   1.0582659E+03   1.4579282E+03
     4.0285713E+01   1.0582671E+03   1.5955034E+03
     4.0428570E+01   1.0582670E+03   1.5750685E+03
     4.0571430E+01   1.0582670E+03   1.5742334E+03
     4.0714287E+01   1.0582670E+03   1.5752437E+03
     4.0857143E+01   1.0582670E+03   1.5749856E+03
     4.1000000E+01   1.0582670E+03   1.5750216E+03
     4.1142857E+01   1.0582585E+03   7.8810754E+02
     4.1285713E+01   1.0582576E+03   7.2219373E+02
     4.1428570E+01   1.0582579E+03   7.3106885E+02
     4.1571430E+01   1.0582577E+03   7.3283209E+02
     4.1714287E+01   1.0582577E+03   7.3214691E+02
     4.1857143E+01   1.0582577E+03   7.3224762E+02
     4.2000000E+01   1.0582577E+03   7.3225128E+02
     4.2142857E+01   1.0582531E+03   4.4806979E+02
     4.2285713E+01   1.0582524E+03   4.1337283E+02
     4.2428570E+01   1.0582527E+03   4.1432697E+02
     4.2571430E+01   1.0582527E+03   4.1552213E+02
     4.2714287E+01   1.0582527E+03   4.1528232E+02
     4.2857143E+01   1.0582527E+03   4.1528336E+02
     4.3000000E+01   1.0582527E+03   4.1529593E+02
     4.3142857E+01   1.0582491E+03   2.7223132E+02
     4.3285713E+01   1.0582487E+03   2.5161052E+02
     4.3428570E+01   1.0582489E+03   2.5067238E+02
     4.3571430E+01   1.0582489E+03   2.5135962E+02
     4.3714287E+01   1.0582489E+03   2.5131468E+02
     4.3857143E+01   1.0582489E+03   2.5128822E+02
     4.4000000E+01   1.0582489E+03   2.5129919E+02
     4.4142857E+01   1.0583082E+03   1.1632253E+04
     4.4285713E+01   1.0583083E+03   1.1704282E+04
     4.4428570E+01   1.0583080E+03   1.1533723E+04
     4.4571430E+01   1.0583081E+03   1.1572765E+04
     4.4714287E+01   1.0583080E+03   1.1567894E+04
     4.4857143E+01   1.0583080E+03   1.1567792E+04
     4.5000000E+01   1.0583080E+03   1.1568068E+04
     4.5142857E+01   1.0582494E+03   2.8369574E+02
     4.5285713E+01   1.0582300E+03   0.0000000E+00
     4.5428570E+01   1.0582300E+03   0.0000000E+00
     4.5571430E+01   1.0582300E+03   0.0000000E+00
     4.5714287E+01   1.0582300E+03   0.0000000E+00
     4.5857143E+01   1.0582300E+03   0.0000000E+00
     4.6000000E+01   1.0582300E+03   0.0000000E+00
     4.6142857E+01   1.0582617E+03   1.0430548E+03
     4.6285713E+01   1.0582648E+03   1.3441864E+03
     4.6428570E+01   1.0582649E+03   1.3469402E+03
     4.6571430E+01   1.0582648E+03   1.3428534E+03
     4.6714287E+01   1.0582648E+03   1.3435979E+03
     4.6857143E+01   1.0582648E+03   1.3435081E+03
     4.7000000E+01   1.0582648E+03   1.3435175E+03
     4.7142857E+01   1.0582719E+03   2.1887781E+03
     4.7285713E+01   1.0582723E+03   2.2407080E+03
     4.7428570E+01   1.0582721E+03   2.2253503E+03
     4.7571430E+01   1.0582721E+03   2.2263149E+03
     4.7714287E+01   1.0582721E+03   2.2266719E+03
     4.7857143E+01   1.0582721E+03   2.2265251E+03
     4.8000000E+01   1.0582721E+03   2.2265566E+03
     4.8142857E+01   1.0582900E+03   5.7547529E+03
     4.8285713E+01   1.0583037E+03   9.9464229E+03
     4.8428570E+01   1.0583038E+03   1.0000876E+04
     4.8571430E+01   1.0583036E+03   9.9013672E+03
     4.8714287E+01   1.0583037E+03   9.9361963E+03
     4.8857143E+01   1.0583037E+03   9.9312930E+03
     4.9000000E+01   1.0583037E+03   9.9312803E+03
     4.9142857E+01   1.0583132E+03   1.3741826E+04
     4.9285713E+01   1.0583171E+03   1.5552078E+04
     4.9428570E+01   1.0583171E+03   1.5534739E+04
     4.9571430E+01   1.0583167E+03   1.5282307E+04
     4.9714287E+01   1.0583167E+03   1.5299876E+04
     4.9857143E+01   1.0583168E+03   1.5342021E+04
     5.0000000E+01   1.0583168E+03   1.5359552E+04
     5.0142857E+01   1.0583135E+03   1.3843596E+04
     5.0285713E+01   1.0583086E+03   1.1788236E+04
     5.0428570E+01   1.0583103E+03   1.2501919E+04
     5.0571430E+01   1.0583132E+03   1.3763829E+04
     5.0714287E+01   1.0583141E+03   1.4092273E+04
     5.0857143E+01   1.0583140E+03   1.4053143E+04
     5.1000000E+01   1.0583140E+03   1.4040612E+04
     5.1142857E+01   1.0583131E+03   1.3658027E+04
     5.1285713E+01   1.0583119E+03   1.3140244E+04
     5.1428570E+01   1.0583115E+03   1.2972314E+04
     5.1571430E+01   1.0583115E+03   1.2979503E+04
     5.1714287E+01   1.0583115E+03   1.2981832E+04
     5.1857143E+01   1.0583115E+03   1.2978296E+04
     5.2000000E+01   1.0583115E+03   1.2978434E+04
     5.2142857E+01   1.0583148E+03   1.4435829E+04
     5.2285713E+01   1.0583162E+03   1.5083076E+04
     5.2428570E+01   1.0583167E+03   1.5295469E+04
     5.2571430E+01   1.0583167E+03   1.5266659E+04
     5.2714287E+01   1.0583165E+03   1.5248317E+04
     5.2857143E+01   1.0583165E+03   1.5252274E+04
     5.3000000E+01   1.0583167E+03   1.5287636E+04
     5.3142857E+01   1.0583180E+03   1.5943002E+04
     5.3285713E+01   1.0583185E+03   1.6140547E+04
     5.3428570E+01   1.0583182E+03   1.6052312E+04
     5.3571430E+01   1.0583182E+03   1.6036645E+04
     5.3714287E+01   1.0583182E+03   1.6073179E+04
     5.3857143E+01   1.0583182E+03   1.6058537E+04
     5.4000000E+01   1.0583182E+03   1.6071091E+04
     5.4142857E+01   1.0583241E+03   1.9056207E+04
     5.4285713E+01   1.0583295E+03   2.2124613E+04
     5.4428570E+01   1.0583326E+03   2.4008652E+04
     5.4571430E+01   1.0583333E+03   2.4391705E+04
     5.4714287E+01   1.0583301E+03   2.2456207E+04
     5.4857143E+01   1.0583248E+03   1.9471902E+04
     5.5000000E+01   1.0583219E+03   1.7910328E+04
     5.5142857E+01   1.0583303E+03   2.2636334E+04
     5.5285713E+01   1.0583345E+03   2.5209393E+04
     5.5428570E+01   1.0583330E+03   2.4262402E+04
     5.5571430E+01   1.0583301E+03   2.2448875E+04
     5.5714287E+01   1.0583290E+03   2.1820217E+04
     5.5857143E+01   1.0583291E+03   2.1847225E+04
     5.6000000E+01   1.0583291E+03   2.1862402E+04
     5.6142857E+01   1.0583439E+03   3.1668416E+04
     5.6285713E+01   1.0583475E+03   3.4509852E+04
     5.6428570E+01   1.0583483E+03   3.5055883E+04
     5.6571430E+01   1.0583475E+03   3.4512094E+04
     5.6714287E+01   1.0583468E+03   3.3911750E+04
     5.6857143E+01   1.0583463E+03   3.3521473E+04
     5.7000000E+01   1.0583461E+03   3.3304824E+04
     5.7142857E+01   1.0583436E+03   3.1493309E+04
     5.7285713E+01   1.0583464E+03   3.3616895E+04
     5.7428570E+01   1.0583459E+03   3.3282883E+04
     5.7571430E+01   1.0583446E+03   3.2266488E+04
     5.7714287E+01   1.0583439E+03   3.1644941E+04
     5.7857143E+01   1.0583435E+03   3.1415146E+04
     5.8000000E+01   1.0583435E+03   3.1385018E+04
     5.8142857E+01   1.0583398E+03   2.8820543E+04
     5.8285713E+01   1.0583383E+03   2.7672754E+04
     5.8428570E+01   1.0583372E+03   2.6948758E+04
     5.8571430E+01   1.0583363E+03   2.6361273E+04
     5.8714287E+01   1.0583359E+03   2.6115189E+04
     5.8857143E+01   1.0583358E+03   2.6065781E+04
     5.9000000E+01   1.0583358E+03   2.6071348E+04
     5.9142857E+01   1.0583353E+03   2.5763643E+04
     5.9285713E+01   1.0583348E+03   2.5443033E+04
     5.9428570E+01   1.0583340E+03   2.4862105E+04
     5.9571430E+01   1.0583331E+03   2.4320123E+04
     5.9714287E+01   1.0583326E+03   2.4059293E+04
     5.9857143E+01   1.0583326E+03   2.4003895E+04
     6.0000000E+01   1.0583326E+03   2.4009588E+04
     6.0142857E+01   1.0583280E+03   2.1213084E+04
     6.0285713E+01   1.0583248E+03   1.9425842E+04
     6.0428570E+01   1.0583235E+03   1.8724779E+04
     6.0571430E+01   1.0583234E+03   1.8658326E+04
     6.0714287E+01   1.0583235E+03   1.8755225E+04
     6.0857143E+01   1.0583237E+03   1.8828555E+04
     6.1000000E+01   1.0583237E+03   1.8853084E+04
     6.1142857E+01   1.0583247E+03   1.9368201E+04
     6.1285713E+01   1.0583251E+03   1.9569010E+04
     6.1428570E+01   1.0583231E+03   1.8556455E+04
     6.1571430E+01   1.0583212E+03   1.7508979E+04
     6.1714287E+01   1.0583206E+03   1.7187049E+04
     6.1857143E+01   1.0583206E+03   1.7194730E+04
     6.2000000E+01   1.0583206E+03   1.7200652E+04
     6.2142857E+01   1.0582859E+03   4.7589863E+03
     6.2285713E+01   1.0582588E+03   8.1286597E+02
     6.2428570E+01   1.0582523E+03   4.1057721E+02
     6.2571430E+01   1.0582523E+03   4.0681412E+02
     6.2714287E+01   1.0582527E+03   4.1581461E+02
     6.2857143E+01   1.0582524E+03   4.1378235E+02
     6.3000000E+01   1.0582524E+03   4.1405573E+02
     6.3142857E+01   1.0582444E+03   1.2583233E+02
     6.3285713E+01   1.0582300E+03   0.0000000E+00
     6.3428570E+01   1.0582300E+03   0.0000000E+00
     6.3571430E+01   1.0582300E+03   0.0000000E+00
     6.3714287E+01   1.0582300E+03   0.0000000E+00
     6.3857143E+01   1.0582300E+03   0.0000000E+00
     6.4000000E+01   1.0582300E+03   0.0000000E+00
     6.4142860E+01   1.0584839E+03   2.6860578E+05
     6.4285713E+01   1.0585715E+03   5.9245244E+05
     6.4428574E+01   1.0586074E+03   7.7388006E+05
     6.4571426E+01   1.0586246E+03   8.7141812E+05
     6.4714287E+01   1.0586251E+03   8.7409275E+05
     6.4857140E+01   1.0586244E+03   8.6958512E+05
     6.5000000E+01   1.0586245E+03   8.7020856E+05
     6.5142860E+01   1.0589648E+03   4.4289135E+06
     6.5285713E+01   1.0590397E+03   5.9730945E+06
     6.5428574E+01   1.0590519E+03   6.3064830E+06
     6.5571426E+01   1.0590538E+03   6.3624000E+06
     6.5714287E+01   1.0590532E+03   6.3443675E+06
     6.5857140E+01   1.0590532E+03   6.3453270E+06
     6.6000000E+01   1.0590533E+03   6.3458375E+06
     6.6142860E+01   1.0590336E+03   5.8221275E+06
     6.6285713E+01   1.0590009E+03   5.0914595E+06
     6.6428574E+01   1.0589860E+03   4.8009535E+06
     6.6571426E+01   1.0589839E+03   4.7629725E+06
     6.6714287E+01   1.0589846E+03   4.7748575E+06
     6.6857140E+01   1.0589846E+03   4.7745200E+06
     6.7000000E+01   1.0589845E+03   4.7741385E+06
     6.7142860E+01   1.0586864E+03   1.2838925E+06
     6.7285713E+01   1.0584076E+03   1.0362938E+05
     6.7428574E+01   1.0582300E+03   0.0000000E+00
     6.7571426E+01   1.0582906E+03   5.9207456E+03
     6.7714287E+01   1.0582914E+03   6.0899722E+03
     6.7857140E+01   1.0582909E+03   5.9757002E+03
     6.8000000E+01   1.0582910E+03   6.0161128E+03
     6.8142860E+01   1.0586686E+03   1.1547105E+06
     6.8285713E+01   1.0587285E+03   1.6250470E+06
     6.8428574E+01   1.0587312E+03   1.6482021E+06
     6.8571426E+01   1.0587291E+03   1.6294854E+06
     6.8714287E+01   1.0587289E+03   1.6275371E+06
     6.8857140E+01   1.0587289E+03   1.6281639E+06
     6.9000000E+01   1.0587289E+03   1.6282145E+06
     6.9142860E+01   1.0585887E+03   6.7555300E+05
     6.9285713E+01   1.0584821E+03   2.6350591E+05
     6.9428574E+01   1.0584871E+03   2.7781853E+05
     6.9571426E+01   1.0584850E+03   2.7185128E+05
     6.9714287E+01   1.0584866E+03   2.7631388E+05
     6.9857140E+01   1.0584868E+03   2.7717500E+05
     7.0000000E+01   1.0584868E+03   2.7697672E+05
     7.0142860E+01   1.0583783E+03   6.4080793E+04
     7.0285713E+01   1.0583258E+03   1.9963701E+04
     7.0428574E+01   1.0583311E+03   2.3025602E+04
     7.0571426E+01   1.0583315E+03   2.3311928E+04
     7.0714287E+01   1.0583313E+03   2.3168287E+04
     7.0857140E+01   1.0583313E+03   2.3200184E+04
     7.1000000E+01   1.0583313E+03   2.3195502E+04
     7.1142860E+01   1.0583124E+03   1.3388315E+04
     7.1285713E+01   1.0583136E+03   1.3922773E+04
     7.1428574E+01   1.0583138E+03   1.4018771E+04
